,publish_date,headline_text
22459,20030607,ama kept busy with aerial searches
22460,20030607,at least six killed 38 injured in bus crash in
22461,20030607,australia and india set up final replay
22462,20030607,ayers blames injuries as crows slump
22463,20030607,barca close to beckham announcement report
22464,20030607,beazley lobbies to secure alp leadership
22465,20030607,beetles run comes to an end
22466,20030607,belgian double act replaces williams sister show
22467,20030607,berger signs for premiership new boys portsmouth
22468,20030607,body found after homebush house fire
22469,20030607,boss guides private steer to stradbroke victory
22470,20030607,british soldier held in iraq in child porn probe
22471,20030607,bus crash kills 27 in turkey
22472,20030607,canberra man denied bail in act magistrates court
22473,20030607,capirossi takes provisional italian gp pole stoner
22474,20030607,chile us sign free trade deal
22475,20030607,colbert out for season
22476,20030607,colbert out for season gasper in doubt
22477,20030607,comedy about life in former east germany named
22478,20030607,controversial teen flick banned in australia
22479,20030607,controversial world cup ref moreno quits
22480,20030607,crean makes light of leadership woes
22481,20030607,dismissed pilot claims unions unwilling to help
22482,20030607,dust disease compensation levels under fire
22483,20030607,els and woods to go head to head in us open
22484,20030607,england put up second string to meet nz maori
22485,20030607,favourites march on
22486,20030607,ferrero to face verkerk in french final
22487,20030607,first messages sent to mars probe
22488,20030607,fishing groups concerned over collie river fish
22489,20030607,fish pest threatens tas frog population
22490,20030607,french soldiers arrive to quell drcongo violence
22491,20030607,frustrated meligeni announces retirement
22492,20030607,fungus could set in after deep red myrtle logging
22493,20030607,galatasaray find new home while hell rebuilt
22494,20030607,gallop stands by northbridge curfew
22495,20030607,green grabs share of british masters lead
22496,20030607,green groups support beatties tree clearing
22497,20030607,gregans fears ahead of ireland clash
22498,20030607,ground station sends first commands to mars probe
22499,20030607,gunfire sounds in east congo town of bunia
22500,20030607,hagan enters queensland camp
22501,20030607,have a go peris tells nt kids
22502,20030607,hawks snap losing streak
22503,20030607,health authorities confident hep a contained
22504,20030607,hearing postponed for tsvangirais treason charges
22505,20030607,hill says wmd will be found in iraq
22506,20030607,home equity plan not enough for low income earners
22507,20030607,hospitality award needs reform aha
22508,20030607,howard praises recent middle east peace talks
22509,20030607,hundreds dead after weeks of congo fighting
22510,20030607,indian heatwave claims more victims
22511,20030607,indian youngsters training at australian academy
22512,20030607,irans nuclear program cause for world alarm us says
22513,20030607,johnson lewis fight off
22514,20030607,judge to decide on jackson suit next week
22515,20030607,krayzelburg withdraws from us worlds team
22516,20030607,lankans appoint australian dyson as coach
22517,20030607,lawyer lives on the streets to highlight homeless
22518,20030607,lens win uefa cup spot through fair play
22519,20030607,libs tackle falling membership
22520,20030607,local governments respond increased driving
22521,20030607,londons traffic experiment cuts congestion
22522,20030607,man back in melbourne after pakistan detention
22523,20030607,man dies at shootout near uks heathrow airport
22524,20030607,maori will be tough for england says woodward
22525,20030607,maroons playing their own game
22526,20030607,maroons playing their own game tallis
22527,20030607,mccartneys emotional farewell to footy
22528,20030607,missing toddler reunited with parents
22529,20030607,more should have been done to keep mim union
22530,20030607,more snow needed to kick off tassie ski season
22531,20030607,motorists warned of difficult snowy mtn road
22532,20030607,mt wellington road closed due to ice snow
22533,20030607,murdered mans family pleads for new information
22534,20030607,national party may look to contest outer
22535,20030607,nba likely to have european teams by 2010
22536,20030607,nbc wins us tv rights for 2010 2012 olympics
22537,20030607,net experts warn of rapid spreading bugbear virus
22538,20030607,nets level nba finals
22539,20030607,new claims surface against sas troops
22540,20030607,ngeny prepared to lose place in kenyan team again
22541,20030607,no drugs found in french cycling hopes body
22542,20030607,nolans widow says no permission to move collection
22543,20030607,north esk river continues to flood
22544,20030607,nsw fisheries to patrol grey nurse protection zones
22545,20030607,nt museum hosts war memorial exhibition
22546,20030607,panther pip cowboys raiders thump eels
22547,20030607,panthers pip cowboys raiders thump eels
22548,20030607,patriotic us brothel offers free services to iraq
22549,20030607,peacekeepers warned before deadly kabul blast
22550,20030607,police seek clues after 8 killed in nz plane crash
22551,20030607,police seek leads on nunawading hit and run
22552,20030607,polish vote on eu referendum
22553,20030607,poultry show scratches around canberra this weekend
22554,20030607,press group protests blocking of website on
22555,20030607,qld mp supports beazleys leadership bid
22556,20030607,quaranta quickest as zabel and pollack miss sprint
22557,20030607,rail line upgrades could see long delays for
22558,20030607,raymond bryan win french open mixed doubles
22559,20030607,real estate institute backs task force findings
22560,20030607,real madrid move above manchester united as
22561,20030607,rescue mission coordinated for missionary group
22562,20030607,rivkin spends first weekend behind bars
22563,20030607,rivkin spends first weekend in jail
22564,20030607,road safety council to develop new safety strategy
22565,20030607,rugby world mourns former wallabies captain winning
22566,20030607,rusty wallabies to tackle irish
22567,20030607,sabbatini takes lead in maryland
22568,20030607,saddam finishes the great awakening iraqi newspaper
22569,20030607,saints shock lions swans defuse bombers
22570,20030607,search for man and son to resume at dawn
22571,20030607,serena let off over lying jibe
22572,20030607,ses crews hoping for quiet weekend after flooding
22573,20030607,several killed in afghan explosion
22574,20030607,shuttle wing cracks in test by columbia crash probe
22575,20030607,sinclair ruled out of slovakia clash
22576,20030607,six killed 16 injured in blast on afghan
22577,20030607,six wicket johnson sparks zimbabwe rout
22578,20030607,snow blankets vic ski resorts
22579,20030607,sorenstam charges to two shot lead in delaware
22580,20030607,sosa suspended for eight games for using corked bat
22581,20030607,spain go for knockout blow
22582,20030607,sth korea and japan call for peaceful nuclear
22583,20030607,strong winds keep snowy mtn ses crews busy
22584,20030607,swan claims loyalty to crean
22585,20030607,taiwan confirms two new sars cases
22586,20030607,team manager resigns amid ongoing doping
22587,20030607,teen in critical condition after train fall
22588,20030607,thousands expected at darwin greek festival
22589,20030607,thousands of palestinians vow to continue attacks
22590,20030607,top bundesliga scorer christiansen joins hanover
22591,20030607,tracy aged care facility to keep doors open
22592,20030607,tsvangirai arrested charged with treason
22593,20030607,two dead 7 injured as plane crashes into hollywood
22594,20030607,un envoy to secure aung san suu kyi release
22595,20030607,un inspectors arrive in baghdad
22596,20030607,us anglican church to elect first gay bishop
22597,20030607,us expands visa blacklist against burmese leaders
22598,20030607,us free trade agreement will secure austs economic
22599,20030607,us free trade deal crucial to australian economic
22600,20030607,us report admits no reliable information of iraq
22601,20030607,us unemployment hits 9 year high
22602,20030607,van welcomes possible ronaldinho signing report
22603,20030607,vogts without key strikers for crucial euro 2004
22604,20030607,wallabies see off irish challenge
22605,20030607,warriors shut down sharks
22606,20030607,warriors sink sharks
22607,20030607,water trading system will protect water users kemp
22608,20030607,welsh rugby crisis deepens as supremo resigns
22609,20030607,west ham manager roeder set to return after tumour
22610,20030607,wimbledon call in the receivers
22611,20030608,13 students missing after boat capsizes in china
22612,20030608,2 more bodies found after hollywood plane crash
22613,20030608,aboriginal community doctors underpaid nacho says
22614,20030608,adventurer continues 4500 km charity ride
22615,20030608,agassi barring hewitt entry to queens winners club
22616,20030608,aid agencies battle odds to help in liberia
22617,20030608,al qaeda behind afghan suicide bombing authorities
22618,20030608,alston again urges abc to respond to criticisms
22619,20030608,ambrose takes out round five
22620,20030608,australia a annihilates japan
22621,20030608,bae systems plans merger with either lockheed or
22622,20030608,beazley accuses crean of withholding poll results
22623,20030608,beckham gonged in queens birthday list report
22624,20030608,below par clijsters generous in defeat
22625,20030608,birthday celebrations for adelaide festival theatre
22626,20030608,blair denies intelligence report was exaggerated
22627,20030608,bryan twins set new record with french open win
22628,20030608,businesses banned from offering ct scans
22629,20030608,bus interchange renovations may take years mp
22630,20030608,cecchinello celebrates hometown win
22631,20030608,changes under way for tracy aged care
22632,20030608,cmc may want to examine fingleton letter beattie
22633,20030608,coffs residents want rethink for pacific hwy
22634,20030608,community voices concerns over tree lopping
22635,20030608,congolese civilians flee homes as violence
22636,20030608,construction begins on worlds longest sea bridge
22637,20030608,costello howard commend each other on a job well
22638,20030608,crean angry at destabilisation efforts
22639,20030608,crean confident ahead of leadership vote
22640,20030608,deporting refugees could lead to civil
22641,20030608,eagles pinch draw
22642,20030608,eagles pinch draw cats crush blues
22643,20030608,fiery phoenix too hot for sydney
22644,20030608,fighting rages in liberia
22645,20030608,finke desert race attracts strong field
22646,20030608,fire destroys former convents shed
22647,20030608,floods disrupt launcestons roads
22648,20030608,force in financial crisis
22649,20030608,former policeman arrested in darwin
22650,20030608,galthie wins french title at last
22651,20030608,german leader condemns kabul suicide attack
22652,20030608,govt should be doing more in zimbabwe opp
22653,20030608,greene settles for third in us open 200m
22654,20030608,green trails owen at british masters
22655,20030608,happy henin discovers joy on and off the court
22656,20030608,heavy gunfire erupts near mauritania presidency
22657,20030608,henin gives belgium a first grand slam
22658,20030608,henin hardenne wins womens french open
22659,20030608,hickss father starts cage protest
22660,20030608,hickss father to take protest to howard
22661,20030608,hill sticks with storm
22662,20030608,howard praises costello as a priceless asset
22663,20030608,howard unveils plans to tame the senate
22664,20030608,hundreds of wwii shells found in malaysia
22665,20030608,hunt under way after taxi driver stabbed
22666,20030608,hussain shows zimbabwe no mercy
22667,20030608,india exacts revenge on kookaburras
22668,20030608,indonesia plans to close aceh to foreigners
22669,20030608,iraqi trailers not used for wmd report
22670,20030608,israel cordons off west bank again
22671,20030608,italian consumer to grocery store no more leeching
22672,20030608,jewellery store goes up in flames
22673,20030608,johnson wins at seville gp
22674,20030608,kangaroo island house gutted by fire
22675,20030608,kennedy comes through training
22676,20030608,kim jong il seeks putins help over nuclear crisis
22677,20030608,kiplagat wins new york mini
22678,20030608,late wins for ireland ukraine and iceland
22679,20030608,legal options exhausted for teen flick
22680,20030608,liberal factionalism is weakening party chipman
22681,20030608,liberals vote to ban plastic bags
22682,20030608,libs call for change to school hours
22683,20030608,lifelines bookfest boasts more than 1 million
22684,20030608,lucky expected to go bush soon
22685,20030608,lyons mp wont be supporting beazley leadership bid
22686,20030608,majority of baghdad treasures recovered officials
22687,20030608,mangalore pub damaged by fire
22688,20030608,man killed in three car pile up
22689,20030608,mass grave discovered south of baghdad
22690,20030608,mast calls for federal funding of waterways
22691,20030608,motorist recovering after suffering heart attack
22692,20030608,movie goers evacuated after barrack st fire
22693,20030608,navy rescues iraqi fishermen
22694,20030608,new law absurd jones
22695,20030608,new police force considered for northbridge cbd
22696,20030608,new zealand retain world sevens crown
22697,20030608,new zealand to play two tests in india
22698,20030608,nights out politics caused bangladesh world cup
22699,20030608,no more money for players from slams
22700,20030608,no sign of father and son missing in gulf
22701,20030608,nsw govt to hold alcohol summit
22702,20030608,nz to monitor australian banks
22703,20030608,olympic media village plans scrapped
22704,20030608,opp demands inquiry into iraqi wmd claims
22705,20030608,pacemen shape sri lankan win over windies
22706,20030608,palestinian factions hold talks
22707,20030608,palestinian hardliners unite against roadmap
22708,20030608,palestinians attack erez checkpoint near gaza city
22709,20030608,pies lose buckley
22710,20030608,planet ark welcomes liberals 2005 plastic bag ban
22711,20030608,pm avoids hickss fathers protest
22712,20030608,poggiali extends 250cc championship lead
22713,20030608,poland enters second day of eu referendum
22714,20030608,police call on st clair men to prevent teen rapes
22715,20030608,police plead for safe driving over long weekend
22716,20030608,police to investigate shots fired during car chase
22717,20030608,polling dominates alp leadership debate
22718,20030608,pope supports eu future for poland
22719,20030608,port power over dockers
22720,20030608,qatar signs grand prix deal
22721,20030608,qld fishermen support calls for indonesian fishing
22722,20030608,qld opp will be tough opponents beattie
22723,20030608,quinn confident of win at next election
22724,20030608,rabbitohs snap losing streak
22725,20030608,rain forces potomac postponement
22726,20030608,rann upbeat on sa footy finals battle
22727,20030608,republican debate re ignites
22728,20030608,residential developments may increase airport
22729,20030608,residents journalists caught in congolese crossfire
22730,20030608,residents opposed to kippax library site
22731,20030608,rivkin leaves hospital after collapse
22732,20030608,rivkin remains in hospital
22733,20030608,rogers trails once foursome in germany
22734,20030608,rossi wraps up italian treble
22735,20030608,rugby hooligan van zyl to attend scotland game
22736,20030608,saddam had secret labs but no weapons made report
22737,20030608,saddams daughters have no plans to seek asylum
22738,20030608,sand carting to begin on sa beaches
22739,20030608,scientist named queenslander of the year
22740,20030608,scots give pakistan a fright in tour opener
22741,20030608,sea eagles edge tigers
22742,20030608,search fails to find man and son
22743,20030608,search resumes for father and son missing in gulf
22744,20030608,security tightened after folbigg death threats
22745,20030608,senior citizens target audience of new health ads
22746,20030608,serve machine verkerk out to sting mosquito
22747,20030608,service station attendant goes missing
22748,20030608,siena sampdoria lecce and ancona on the way up
22749,20030608,sluggish south africa edge brave scots
22750,20030608,sorrenstam han lead as rain halts lpga championship
22751,20030608,sources say islamic arrests incite mauritania coup
22752,20030608,south american footballers banned for attacking
22753,20030608,spain crash to greece and berti defies rudi
22754,20030608,spains mancebo wins classique des alpes race
22755,20030608,stadium organisers prepare for state of origin
22756,20030608,stem cell find spurs therapy hopes
22757,20030608,stoner grabs pole for italian 125cc
22758,20030608,study highlights benefits of team sport
22759,20030608,suharto celebrates 82nd birthday
22760,20030608,survey to shed light on local police forces
22761,20030608,taiwan confirms three new probable sars cases
22762,20030608,teenager hurt in motorcycle accident
22763,20030608,television black spots no more
22764,20030608,three killed on nsw roads over long weekend
22765,20030608,top scorer christiansen leaves bochum for hannover
22766,20030608,two killed in mt claremont car accident
22767,20030608,un envoy has only slim chance of meeting aung san
22768,20030608,united confirm beckham transfer talks
22769,20030608,un still working to gain suu kyis release
22770,20030608,us college prank over koi could end in jail
22771,20030608,us peacekeepers killed in kosovo chopper crash
22772,20030608,vinokourov connects with telekom for another two
22773,20030608,wada recommends urine testing for epo
22774,20030608,wallabies must do better jones
22775,20030608,woman dies from road accident injuries
22776,20030608,woman dies in se melbourne car crash
22777,20030609,16 tasmanians awarded queens birthday honours
22778,20030609,abattoir mothballing comes as no surprise
22779,20030609,aboriginal mariners near end of historic voyage
22780,20030609,academic honoured in queens birthday list
22781,20030609,act considers culling wild horses
22782,20030609,adventurer pulls plug on reed boat crossing
22783,20030609,aec to focus on remote enrolment
22784,20030609,agassi approaches 1000th match
22785,20030609,alleged brawler granted bail
22786,20030609,all systems go for fully fit england
22787,20030609,aussie rogers wins sixth stage to take tour of
22788,20030609,australian designer wins tony
22789,20030609,australian dies of heatstroke in india
22790,20030609,australia wary of wales jones
22791,20030609,authorities call off search for father and son
22792,20030609,baghdad treasures uncovered in secret vaults
22793,20030609,ballot dominates alp leadership challenge
22794,20030609,bangers pledge to act on world cup criticism
22795,20030609,barber tops rankings after two years away
22796,20030609,barca cant afford beckham claims presidential
22797,20030609,bayern ready to spend 15 million euros for makaay
22798,20030609,bears score close win over ipswich
22799,20030609,beattie accused of politicising courts
22800,20030609,boca lead in argentina bilardos estudiantes draw
22801,20030609,boral to invest in ag lime business
22802,20030609,bracks rejects interstate afl finals bid
22803,20030609,britain not ready to ditch pound yet
22804,20030609,burrows wins finke buggy class
22805,20030609,businessmen and birdwatcher receive honours
22806,20030609,business sa challenging national pay rise
22807,20030609,caldas win colombian title after 53 year wait
22808,20030609,call for changes to protect fuel whistle blowers
22809,20030609,call for private industry to recognise tourism
22810,20030609,call for reef rezoning fishers compo
22811,20030609,call for roads to be better flood proofed
22812,20030609,camembert loses pride of place on french tables
22813,20030609,canada reports two new sars deaths
22814,20030609,carr backs joint sittings of parliament
22815,20030609,central queenslanders recognised with honours
22816,20030609,claims of alp contradiction over child abuse royal
22817,20030609,claims sea scallop ranch impact exaggerated
22818,20030609,clijsters consoled by doubles win
22819,20030609,commission hosts industrial development meeting
22820,20030609,community patrols proving positive
22821,20030609,company hopeful methanol plant will go ahead
22822,20030609,council considers future conference attendance
22823,20030609,council rethinks aquatic centre plan
22824,20030609,cowboys lose to penrith under golden point rule
22825,20030609,crean backs constitutional changes to senate
22826,20030609,crean welcomes pms senate plan
22827,20030609,crowds flock to hard to swallow asthma cure
22828,20030609,deadlock over land conservation issues
22829,20030609,detainees accuse govt of being inhumane
22830,20030609,detention centre youth performing well in schools
22831,20030609,diarrhoea cases increasing among iraqi children
22832,20030609,education efforts earn queens birthday honour
22833,20030609,england give hussain armchair captaincy role
22834,20030609,englands crushing series win raises ugly questions
22835,20030609,evidence emerges of proposed ji base in sydney
22836,20030609,explosions shake mauritania capital
22837,20030609,federer top seed for atp halle tournament
22838,20030609,ferrero crowned king of france
22839,20030609,ferrero takes out french open
22840,20030609,ferrero takes out french open final
22841,20030609,finnan set to be unveiled as liverpool player
22842,20030609,flag burning youth escapes punishment
22843,20030609,former coach says bangladesh deserves to be mocked
22844,20030609,french troops arrive in uganda on peacekeeping
22845,20030609,french troops to evacuate liberia of foreign
22846,20030609,fresh fighting breaks out in mauritania
22847,20030609,german dig unearths roman cathedral
22848,20030609,gold coast man hit by runaway jet ski
22849,20030609,griffiths takes out finke desert race
22850,20030609,group highlights investment impediments
22851,20030609,guevara ups pressure on freeman
22852,20030609,hawke backs beazley swan tightlipped
22853,20030609,health chief considers challenges
22854,20030609,health dept considers remote services
22855,20030609,hewitt splits with coach
22856,20030609,hong kong journalists slam chilling security laws
22857,20030609,honours for victorian police
22858,20030609,honours list recognises southern queenslanders
22859,20030609,hopes fade for un meeting with suu kyi
22860,20030609,hopes for old sugar mill to be preserved
22861,20030609,illawarra residents get honours
22862,20030609,immigration could hold housing boon
22863,20030609,indigenous congress celebrates 30 years
22864,20030609,industry welcomes new tweed town centre plan
22865,20030609,inquiry to hear call for bus service boost
22866,20030609,irish adventurers touch down in darwin
22867,20030609,israel set to dismantle illegal outposts report
22868,20030609,i wasnt good enough admits verkerk
22869,20030609,job market shows improvement
22870,20030609,kenyas osoro returns to marathon success
22871,20030609,labor rivals continue number crunching
22872,20030609,land council land may be sold to pay off debt
22873,20030609,lankan series win eases pressure on skipper
22874,20030609,launceston driver runner up in finke desert race
22875,20030609,lewis honoured in birthday list
22876,20030609,lewis honoured in queens birthday list
22877,20030609,libs convention votes to outlaw water speculators
22878,20030609,libs hear plan for regional pay boost
22879,20030609,livermore to back crean
22880,20030609,local govts back wind farm plan
22881,20030609,locals recognised in queens birthday honours list
22882,20030609,long weekend doesnt deter sports fans
22883,20030609,loyalist forces reportedly end mauritania uprising
22884,20030609,man arrested with wheelie bin full of explosives
22885,20030609,man dies in road crash
22886,20030609,man to face court on murder charge
22887,20030609,mauritania leaders fate unsure after coup bid
22888,20030609,mayors hope to put ec woes to pm
22889,20030609,mayor thinks merger unlikely
22890,20030609,mazen determined to resume contact with militant
22891,20030609,mcc rubbishes calls for interstate finals
22892,20030609,men receive bulk of tas honours
22893,20030609,militia clashes claim 30 lives in congo
22894,20030609,minister plays down wheat virus warnings
22895,20030609,minor parties dismiss power grab senate plan
22896,20030609,missing man found safe
22897,20030609,mount gambier man gets queens birthday honour
22898,20030609,mp wants fair compo for fishers
22899,20030609,mp wants meeting over sandbar concerns
22900,20030609,mugabe stands firm on rule
22901,20030609,naked throng photographer sets new crowd record
22902,20030609,natwa
22903,20030609,new laws wouldnt alter tampa situation ruddock
22904,20030609,new museum for egyptian treasures
22905,20030609,n korea admits nuclear drive
22906,20030609,nsw govt urges pm to protect wheat sales to iraq
22907,20030609,nsw identities awarded queens birthday honours
22908,20030609,nsw mid north coasters recognised in honours list
22909,20030609,nurses call for more training funds
22910,20030609,owen wipes out portuguese nightmare with british
22911,20030609,palestinian groups defy pm killing four israeli
22912,20030609,parker spurs san antonio to game three win
22913,20030609,pecharroman wins beloki impresses in euskal
22914,20030609,philippines police arrest key terrorist player
22915,20030609,pies romp back into top eight
22916,20030609,plan aims to streamline tourism application process
22917,20030609,poland closer to joining eu
22918,20030609,poland votes to join eu
22919,20030609,police cadets killed in pakistan attack
22920,20030609,police crack down on holiday road safety
22921,20030609,police investigate beach accident
22922,20030609,police investigate disappearance of attendant
22923,20030609,police maintain road safety blitz
22924,20030609,police monitor returning holiday makers
22925,20030609,police nab 374 drink drivers in nsw
22926,20030609,police probe fatal road crashes
22927,20030609,police urge safe return home
22928,20030609,police warn blowhole fishers to take care
22929,20030609,policies not popularity should decide leader crean
22930,20030609,pollution spreading from cresco fertiliser plant
22931,20030609,pope urges family values as path to joy
22932,20030609,powell stands by trailer claims
22933,20030609,powerful quake felt in taiwan
22934,20030609,qld govt quizzed about agency nurses
22935,20030609,qld man returning home from saudi prison
22936,20030609,queens birthday honour for education efforts
22937,20030609,queens birthday honour for gold coast man
22938,20030609,queens birthday honours announced
22939,20030609,queens birthday honours for 500
22940,20030609,queens birthday honours for locals
22941,20030609,queens birthday honours for mid west residents
22942,20030609,queens birthday honours for riverina
22943,20030609,queens birthday honours for south west locals
22944,20030609,queens birthday honours list announced
22945,20030609,queensland horseman wins tamworth event
22946,20030609,race spectators urged to drive home safely
22947,20030609,refugee advocates admit to misleading email
22948,20030609,refugees close to obtaining permanent residency
22949,20030609,rescued british rowers arrive in perth
22950,20030609,residents get queens birthday honours
22951,20030609,residents take powerline protest to beattie
22952,20030609,rivkin expected back at jail on friday
22953,20030609,rocket takes rock and roll and water to space
22954,20030609,rossi leads italian podium sweep
22955,20030609,row heats up over rail concerns
22956,20030609,sabbatini keeps lead after rain hit third round
22957,20030609,sabbatini maintains lead after rain delayed third
22958,20030609,santos catch leaders cruzeiro in brazil
22959,20030609,silverton resident amazed by queens birthday honour
22960,20030609,skinstad called up to join springboks
22961,20030609,ski season off to good start
22962,20030609,soldiers jailed over aceh villager beatings
22963,20030609,solomon islands debt reaches 352m
22964,20030609,sorenstam holds four stroke lead at lpga
22965,20030609,sorenstam lands fifth major after playoff
22966,20030609,sorenstam wins lpga championship for fifth major
22967,20030609,spain determined to bounce back from shock defeat
22968,20030609,spains mayo tames armstrong to win dauphine
22969,20030609,speeding fines not reducing road toll says
22970,20030609,sports stars honoured on queens birthday
22971,20030609,sri lanka clinch series as chandana spoils laras
22972,20030609,study finds diabetes link with potatoes
22973,20030609,study shows cancer link to cadmium
22974,20030609,study to consider north west wa development
22975,20030609,survivor crew scout pacific island
22976,20030609,tampa crisis prompts maritime law changes
22977,20030609,task force to finalise water restrictions report
22978,20030609,tas town heralded as an example for banning
22979,20030609,three to front nrl judiciary
22980,20030609,toowoomba hospice opens doors
22981,20030609,trial of alleged bali mastermind to continue
22982,20030609,tribal warrior docks in sydney
22983,20030609,tsvangirais treason trial continues
22984,20030609,uk not yet expected to adopt euro
22985,20030609,uk promises greater care over weapons intelligence
22986,20030609,un envoy endeavours to meet suu kyi
22987,20030609,un envoy to leave burma early
22988,20030609,un envoy to lobby junta chief for suu kyi release
22989,20030609,un envoy to stay in burma
22990,20030609,union says uni negotiations on track
22991,20030609,unions warn alp leadership tussle turning voters
22992,20030609,us mars launch delayed
22993,20030609,us monkeypox a first in western hemisphere
22994,20030609,us prepared to help argentina powell
22995,20030609,verkerk left wondering about his real worth
22996,20030609,vic opposition rejects road toll claims
22997,20030609,vic transport set to be overhauled
22998,20030609,viticulture efforts rewarded with queens birthday
22999,20030609,voss ruled out for two weeks
23000,20030609,wa govt pressured to change forest plan
23001,20030609,wallabies to stick with experimental team
23002,20030609,wallaby smith out for test series
23003,20030609,waugh sobers collect birthday honours
23004,20030609,western queenslanders get honours
23005,20030609,wheat farmers urged to plough on
23006,20030609,wilson out as port eye saints clash
23007,20030609,woman allegedly set fire to own bedroom
23008,20030609,world impressed by aust response to bali bombing
23009,20030609,young producers to get ec aid
23010,20030609,zim opening batsman vermuelen sent home in disgrace
23011,20030610,20 levy planned for aged care beds
23012,20030610,abare says drought over govt not so sure
23013,20030610,abc former olympian settle damages from defamation
23014,20030610,abs reviews rockhampton district boundaries
23015,20030610,ac milan sign cafu
23016,20030610,alleged fraud uncovered in qld aboriginal councils
23017,20030610,amcs rocky plant saved by stakeholders
23018,20030610,ansett levy should have gone sooner oppn
23019,20030610,anthrax probe leads fbi to maryland pond
23020,20030610,anti social behaviour and fare evasion being
23021,20030610,atsic to consider legal action to keep funds
23022,20030610,australia must go wide against wales flatley
23023,20030610,australian jag actor dies in hollywood
23024,20030610,australians advised to avoid mauritania
23025,20030610,australians evacuated from liberia
23026,20030610,baby bonus would be unfair democrats
23027,20030610,bacon tightlipped on third bass strait ferry
23028,20030610,bakery owner to appeal against fine
23029,20030610,banks up as asx defies wall street
23030,20030610,barossa valley fast food outlet angers residents
23031,20030610,beckham hints at transfer move
23032,20030610,blair defends britains euro stance
23033,20030610,blues preparation best ever gould
23034,20030610,boating plans up for public comment
23035,20030610,bracks upset pm wont help thank troops
23036,20030610,burke comeback on hold after failed fitness test
23037,20030610,burke pushes to retain two seats in lower house
23038,20030610,business as usual for boks against scots
23039,20030610,calls for pool fence inspections
23040,20030610,call to upgrade kalgoorlie regional hospital
23041,20030610,carmody reminds businesses of tax responsibilities
23042,20030610,central aust states meeting over justice
23043,20030610,chief justice takes over administration of tasmania
23044,20030610,china leads world newspaper sales report
23045,20030610,chinas three gorges dam close to required level
23046,20030610,clarke welcomes settlement with abc
23047,20030610,come fly with me kylie tells brits
23048,20030610,commissioner downplays katherine crime rise
23049,20030610,communities urged to discuss changing electoral
23050,20030610,community consulted on historical value of trees
23051,20030610,community meets to discuss refinery health concerns
23052,20030610,community to be consulted over road closure
23053,20030610,concern raised over taxi security cameras
23054,20030610,confident start for schuettler in halle
23055,20030610,consumer confidence falling survey
23056,20030610,continuous dredging needed for st helens bar
23057,20030610,coroner to rule on new leskie probe
23058,20030610,council considers retirement village project
23059,20030610,council ditches 24 hour security patrol plan
23060,20030610,council unhappy with sunwaters water restrictions
23061,20030610,crean disappointed at hawkes stance
23062,20030610,crime spree finishes with 2 year jail sentence
23063,20030610,daniher says demons biggest challenge of his career
23064,20030610,dna evidence links man to 13 year old rape case
23065,20030610,dogs bomb on sniffer job
23066,20030610,donations climb for bendigo tornado victims
23067,20030610,downer concerned over sydney al qaeda links
23068,20030610,dpp apologises over false murder charge
23069,20030610,dragons drop riddell as mad dog girdler make
23070,20030610,drivers heed police road warnings
23071,20030610,drivers ignore drink driving warnings
23072,20030610,eco tourism attraction opening soon in broken hill
23073,20030610,elective surgery gets chop at wangaratta hospital
23074,20030610,elias charged over sydney shooting
23075,20030610,engineers begin flood investigation
23076,20030610,england italy in action as marathon season nears
23077,20030610,etchells winner looks to bigger challenges
23078,20030610,euro 2004 countdown clocks to be unveiled
23079,20030610,experts fish for inland water solutions
23080,20030610,farmers urged to ignore wheat virus reports
23081,20030610,ferris cops two match ban
23082,20030610,ferris pleads not guilty to dangerous throw charge
23083,20030610,fevola mckay to front tribunal
23084,20030610,figures show improvement in drought affected areas
23085,20030610,finnan agrees liverpool deal
23086,20030610,flower blooms to down pakistan
23087,20030610,ford shows his funny side
23088,20030610,forest plan delay blamed on conservationists
23089,20030610,former balmain star elias charged over sydney
23090,20030610,former gundagai woman dies in india
23091,20030610,former png commander seeking amnesty
23092,20030610,former qantas worker denies al qaeda link
23093,20030610,former state parliamentarian to receive state
23094,20030610,forwards take england to victory over new zealand
23095,20030610,four arrested in thailand over embassy bomb plots
23096,20030610,four us soldiers wounded in iraq
23097,20030610,frontbenchers to back beazley tomorrow
23098,20030610,funds yet to be committed to court house upgrade
23099,20030610,gambling counsellor praises atm removal
23100,20030610,german tightrope artists make spectacular rhine
23101,20030610,goldfields car crash victim named
23102,20030610,gould dismisses home ground advantage
23103,20030610,governments thanked for backing amc project
23104,20030610,govt concerned after drug dealer claims tax benefit
23105,20030610,govt criticised for slow reponse to transport
23106,20030610,govt scraps ansett levy
23107,20030610,govt to spend 28m on extending mabthera listing
23108,20030610,govt to spend 7m on radar technology
23109,20030610,goward encouraged by maternity allowance proposal
23110,20030610,great barrier reef zoning consultation begins
23111,20030610,greens urge extra assistance for disadvantaged
23112,20030610,hamas leader survives missile strike report
23113,20030610,hamas vows increased attacks after assassination
23114,20030610,hamas vows to step up attacks after assassination
23115,20030610,hammers boosted by james
23116,20030610,hed hed hed
23117,20030610,hiv victim awarded 700000
23118,20030610,home loans show slight decline
23119,20030610,hunter coal exporters could be cut out of asian
23120,20030610,ill walk home if i dont make wimbledon goran
23121,20030610,increased water charges a possibility
23122,20030610,inspired johns cant wait for origin i
