,title,description,publishedAt
980,CNN Projection: New Jersey votes to legalize recreational marijuana,"New Jersey voters have approved a ballot measure to legalize recreational marijuana, CNN projects.",2020-11-04
981,CNN Projection: Democrat flips GOP-held Colorado Senate seat,"Democrat John Hickenlooper will win the Senate race in Colorado, defeating incumbent GOP Sen. Cory Gardner, CNN projects.",2020-11-04
982,See Trump's message to Americans on Election Day - CNN Video,President Trump speaks to supporters and employees at the RNC office in Virginia on Election Day. ,2020-11-04
983,"Tommy Tuberville wins Alabama Senate election, defeating Democratic Doug Jones - CNNPolitics","Democratic Sen. Doug Jones of Alabama has been defeated in his reelection bid by Republican opponent Tommy Tuberville, flipping the Senate seat in the deeply conservative state from blue to red. ",2020-11-04
984,Election results 2020 live: Trump-Biden presidential election,Donald Trump and Joe Biden each need 270 electoral votes to win the presidency. Follow here for the latest updates on voting and election results.,2020-11-04
985,"Dana Bash: ""There is no landslide""",CNN's Dana Bash said the close race in Florida was an early harbinger that tonight would likely not be the landslide Democrats had hoped for. ,2020-11-04
986,United States presidential election: How Biden and Trump are performing in North Carolina - CNN Video,CNN's John King breaks down how President Donald Trump and Democratic nominee Joe Biden are performing in North Carolina as presidential election results come in. ,2020-11-04
987,Senate and House election results: Live updates,Democrats and Republicans battle for control of the House and Senate. Follow here for the latest updates on races and election results. ,2020-11-04
988,Biden campaign manager says he is 'on track to win this election'  - CNNPolitics,Joe Biden's campaign projected confidence Wednesday that he will maintain his narrow leads in several key states -- which are enough to hand him the presidency -- and could also overtake President Donald Trump in Pennsylvania and Georgia. ,2020-11-04
989,Sarah McBride to become nation's first-ever transgender state senator - CNNPolitics,"Democratic activist Sarah McBride will become the nation's first person who publicly identifies as transgender to serve as a state senator, after winning Tuesday's election in Delaware, CNN projects.",2020-11-04
990,Jamie Dimon: Respect the democratic process -- and the election outcome - CNN,JPMorgan Chase CEO Jamie Dimon is urging Americans to remain calm and keep faith in the electoral system as uncertainty continues in the presidential election.,2020-11-04
991,"No matter who wins the election, America is still in a jobs crisis - CNN","It's not yet clear who will win the election, but no matter who ends up on top, one of the biggest priorities for the next administration is indeed clear: fixing America's broken job market.",2020-11-04
992,Reporter goes to Trump election party at Michigan gun range - CNN Video,CNN's Elle Reeve watched the 2020 presidential election results with Trump supporters at a Michigan gun range to get their take on the race.,2020-11-04
993,Trump campaign says it will request Wisconsin recount,"The Trump campaign says it will “immediately” request a recount in the battleground of Wisconsin. But under Wisconsin law, a campaign can’t petition for said recount until the Wisconsin Election Commission completes the canvass from county election boards.",2020-11-04
994,Biden campaign manager says he is 'on track to win this election'  - CNNPolitics,Joe Biden's campaign projected confidence Wednesday that he will maintain his narrow leads in several key states -- which are enough to hand him the presidency -- and could also overtake President Donald Trump in Pennsylvania and Georgia. ,2020-11-04
995,"Federal judge, unhappy with USPS, wants answers from DeJoy","A federal judge was so angered by the US Postal Service's inability to sweep its facilities for ballots yesterday afternoon, following a court order to do so, that he said he will want answers under oath from Postmaster General Louis DeJoy.",2020-11-04
996,Trump campaign says it will request Wisconsin recount,"The Trump campaign says it will “immediately” request a recount in the battleground of Wisconsin. But under Wisconsin law, a campaign can’t petition for said recount until the Wisconsin Election Commission completes the canvass from county election boards.",2020-11-04
997,Election results and news: Live updates,Donald Trump and Joe Biden each need 270 electoral votes to win the presidency. Follow here for the latest updates on voting and election results. ,2020-11-04
998,How exit polls shifted in 2016 and 2020,"We don’t yet know who won the presidency, but we have an idea of how voters changed this cycle.",2020-11-04
999,Election results and news: Live updates,Donald Trump and Joe Biden each need 270 electoral votes to win the presidency. Follow here for the latest updates on voting and election results. ,2020-11-04
1000,Fact check: Trump tells series of egregious falsehoods in Election Night address - CNNPolitics,"President Donald Trump made a series of egregious false claims in his Election Night address at the White House -- falsely claiming he had already won re-election, that he had already won states that were actually still up in the air at the time, and that his opponents were perpetuating a fraud.",2020-11-04
1001,Trump's call to halt vote counts is his most brazen swipe at democracy yet - CNNPolitics,President Donald Trump's demand for vote counting to stop in an election that is still undecided may have been his most extreme and dangerous assault on the institutions of democracy yet in a presidency replete with them.,2020-11-04
1002,Fact check: Trump tells series of egregious falsehoods in Election Night address - CNNPolitics,"President Donald Trump made a series of egregious false claims in his Election Night address at the White House -- falsely claiming he had already won re-election, that he had already won states that were actually still up in the air at the time, and that his opponents were perpetuating a fraud.",2020-11-04
1003,Trump's call to halt vote counts is his most brazen swipe at democracy yet - CNNPolitics,President Donald Trump's demand for vote counting to stop in an election that is still undecided may have been his most extreme and dangerous assault on the institutions of democracy yet in a presidency replete with them.,2020-11-04
1004,Premarket stocks: Wall Street got the election night it feared the most - CNN,"Investors hoped a clear outcome from the US election would quickly materialize Tuesday night, eliminating a key source of uncertainty in a tumultuous year. Their wish didn't come true.",2020-11-04
1005,All the stories you missed while you were focused on Election Day - CNN,"The election is probably dominating your news sources, social feeds and thoughts. But the rest of the world didn't stop on Election Day. Here's what you missed. ",2020-11-04
1006,Vienna attack: Austrian police make two more arrests - CNN,"Police investigating the deadly terror attack in Vienna have arrested two men from the shooter's hometown, Austrian public broadcaster ORF reported, as they seek to establish whether the attacker was part of a broader network.",2020-11-04
1007,Battle for the House: Some House Democrats fall while the party fails to flip some key suburban districts - CNNPolitics,"House Democrats went into election night feeling good about expanding their majority, but haven't had the big night they hoped for so far, with at least two Democrats in seats President Donald Trump won in 2016 losing and several top-targeted Republicans holding onto their seats, according to CNN projections early Wednesday morning. ",2020-11-04
1008,Premarket stocks: Wall Street got the election night it feared the most - CNN,"Investors hoped a clear outcome from the US election would quickly materialize Tuesday night, eliminating a key source of uncertainty in a tumultuous year. Their wish didn't come true.",2020-11-04
1009,Battle for the House: Some House Democrats fall while the party fails to flip some key suburban districts - CNNPolitics,"House Democrats went into election night feeling good about expanding their majority, but haven't had the big night they hoped for so far, with at least two Democrats in seats President Donald Trump won in 2016 losing and several top-targeted Republicans holding onto their seats, according to CNN projections early Wednesday morning. ",2020-11-04
1010,All the stories you missed while you were focused on Election Day - CNN,"The election is probably dominating your news sources, social feeds and thoughts. But the rest of the world didn't stop on Election Day. Here's what you missed. ",2020-11-04
1011,Battle for the House: Some House Democrats fall while the party fails to flip some key suburban districts - CNNPolitics,"House Democrats went into election night feeling good about expanding their majority, but haven't had the big night they hoped for so far, with at least two Democrats in seats President Donald Trump won in 2016 losing and several top-targeted Republicans holding onto their seats, according to CNN projections early Wednesday morning. ",2020-11-04
1012,Maine Senate race: Democrat Sara Gideon concedes to Republican Susan Collins - CNNPolitics,"Democrat Sara Gideon has conceded the Maine Senate race to Republican Sen. Susan Collins in one of the most competitive and closely watched races in the fight for control of the Senate, potentially denying Democrats a top takeover opportunity and significantly narrowing their path to the majority.",2020-11-04
1013,Maine Senate race: Democrat Sara Gideon concedes to Republican Susan Collins - CNNPolitics,"Democrat Sara Gideon has conceded the Maine Senate race to Republican Sen. Susan Collins in one of the most competitive and closely watched races in the fight for control of the Senate, potentially denying Democrats a top takeover opportunity and significantly narrowing their path to the majority.",2020-11-04
1014,Biden campaign manager says he is 'on track to win this election'  - CNNPolitics,Joe Biden's campaign projected confidence Wednesday that he will maintain his narrow leads in several key states -- which are enough to hand him the presidency -- and could also overtake President Donald Trump in Pennsylvania and Georgia. ,2020-11-04
1015,Maine Senate race: Democrat Sara Gideon concedes to Republican Susan Collins - CNNPolitics,"Democrat Sara Gideon has conceded the Maine Senate race to Republican Sen. Susan Collins in one of the most competitive and closely watched races in the fight for control of the Senate, potentially denying Democrats a top takeover opportunity and significantly narrowing their path to the majority.",2020-11-04
1016,Biden campaign manager says he is 'on track to win this election'  - CNNPolitics,Joe Biden's campaign projected confidence Wednesday that he will maintain his narrow leads in several key states -- which are enough to hand him the presidency -- and could also overtake President Donald Trump in Pennsylvania and Georgia. ,2020-11-04
1017,Mental health and the election: Tips for processing your emotions - CNN,We know it's stressful that we still don't have a president-elect. How do we cope with the uncertainty and move forward to heal the divide in our country? Here's science-based advice on what to do next. ,2020-11-04
1018,Ohio governor 'not worried' about vote count - CNN Video,"Republican Governor Mike DeWine sees no evidence of voter fraud and advises, ""Let the process work. Let the votes be counted.""",2020-11-04
1019,Why the delayed election results prove the system IS actually working - CNNPolitics,"The 2020 election map, at first glance, looks decidedly, well, unfinished.",2020-11-04
1020,"Four dead, including a possible suspect, after shootings in Henderson, Nevada - CNN","At least four people are dead -- including a possible suspect slain by police -- following shootings Tuesday in the Nevada city of Henderson, authorities said.",2020-11-04
1021,All the stories you missed while you were focused on Election Day - CNN,"The election is probably dominating your news sources, social feeds and thoughts. But the rest of the world didn't stop on Election Day. Here's what you missed. ",2020-11-04
1022,Ana Navarro: They certainly fooled pollsters again - CNN Video,"Ana Navarro says to Don Lemon that the Republican narrative in Miami-Dade County, Florida, that voting Democrat was voting for a socialist or communist worked on voters there.",2020-11-04
1023,Celebs are stressed about the election too - CNN,"If you are anxious about the election, know that Hollywood is right there with you.",2020-11-04
1024,Jamie Dimon: Respect the democratic process -- and the election outcome - CNN,JPMorgan Chase CEO Jamie Dimon is urging Americans to remain calm and keep faith in the electoral system as uncertainty continues in the presidential election.,2020-11-04
1025,Sarah McBride to become nation's first-ever transgender state senator - CNNPolitics,"Democratic activist Sarah McBride will become the nation's first person who publicly identifies as transgender to serve as a state senator, after winning Tuesday's election in Delaware, CNN projects.",2020-11-04
1026,The US is officially out of the Paris Climate Agreement. Here's what could happen next - CNNPolitics,"The United States officially exited the Paris climate accord today, the landmark agreement aimed to protect the planet from the worsening impacts of the climate crisis. Whether the US gets back involved in depends on the outcome of the presidential election.",2020-11-04
1027,Why the delayed election results prove the system IS actually working - CNNPolitics,"The 2020 election map, at first glance, looks decidedly, well, unfinished.",2020-11-04
1028,Sarah McBride to become nation's first-ever transgender state senator - CNNPolitics,"Democratic activist Sarah McBride will become the nation's first person who publicly identifies as transgender to serve as a state senator, after winning Tuesday's election in Delaware, CNN projects.",2020-11-04
1029,Ethiopia's Abiy Ahmed vows 'military confrontation' with Tigray region - CNN,Ethiopia's Nobel Peace Prize-winning Prime Minister Abiy Ahmed has declared a state of emergency in the restive Tigray region in response to an alleged attack by the Tigray People's Liberation Front (TPLF) on a federal military base. ,2020-11-04
1030,Celebs are stressed about the election too - CNN,"If you are anxious about the election, know that Hollywood is right there with you.",2020-11-04
1031,The US is officially out of the Paris Climate Agreement. Here's what could happen next - CNNPolitics,"The United States officially exited the Paris climate accord today, the landmark agreement aimed to protect the planet from the worsening impacts of the climate crisis. Whether the US gets back involved in depends on the outcome of the presidential election.",2020-11-04
1032,Why the delayed election results prove the system IS actually working - CNNPolitics,"The 2020 election map, at first glance, looks decidedly, well, unfinished.",2020-11-04
1033,Sarah McBride to become nation's first-ever transgender state senator - CNNPolitics,"Democratic activist Sarah McBride will become the nation's first person who publicly identifies as transgender to serve as a state senator, after winning Tuesday's election in Delaware, CNN projects.",2020-11-04
1034,The US is officially out of the Paris Climate Agreement. Here's what could happen next - CNNPolitics,"The United States officially exited the Paris climate accord today, the landmark agreement aimed to protect the planet from the worsening impacts of the climate crisis. Whether the US gets back involved in depends on the outcome of the presidential election.",2020-11-04
1035,US recently conducted cyber operation against Iran to protect election from foreign interference  - CNNPolitics,"The US National Security Agency and Cyber Command conducted an operation against Iran within the last two weeks as part of a broader effort to protect the 2020 election from foreign interference, a US official told CNN Tuesday. ",2020-11-04
1036,Joe Biden's full speech night of 2020 presidential election: We are going to have to be patient - CNN Video,"Democratic presidential nominee Joe Biden makes a statement in Wilmington, Delaware, on the night of the 2020 presidential election.",2020-11-04
1037,US election: The most critical election in modern American history is here - CNN,Democrats are terrified. But President Donald Trump's MAGA-hatted legions are sure their hero is poised for another miracle.,2020-11-04
1038,"Twitter labels an early Wednesday morning tweet from Trump as ""disputed""","Twitter placed a “disputed” label on a tweet sent just minutes ago by President Trump in which he baselessly claimed, ""We are up BIG, but they are trying to STEAL the Election.” ",2020-11-04
1039,"California election worker tests positive for Covid-19, contact tracing efforts underway","An election worker in San Joaquin County in the US state of California tested positive for Covid-19 on Tuesday, the San Joaquin County Registrar of Voters of the state said in a statement.",2020-11-04
1040,Joe Biden's full speech night of 2020 presidential election: We are going to have to be patient - CNN Video,"Democratic presidential nominee Joe Biden makes a statement in Wilmington, Delaware, on the night of the 2020 presidential election.",2020-11-04
1041,Georgia special election Senate race heads to a runoff - CNN Video,Georgia special election Senate candidates Republican Sen. Kelly Loeffler and Democrat Raphael Warnock will face one another in a January runoff election.,2020-11-04
1042,The Electoral College: What it is and the history behind it - CNNPolitics,Americans who go to the polls on Election Day don't actually select the President directly. ,2020-11-04
1043,CNN Projection: Colorado voters reject new restrictions on abortion,"In Colorado, voters rejected Proposition 115, which would have banned abortion beginning at 22 weeks of pregnancy, according to CNN projections.",2020-11-04
1044,Joe Biden's full speech night of 2020 presidential election: We are going to have to be patient - CNN Video,"Democratic presidential nominee Joe Biden makes a statement in Wilmington, Delaware, on the night of the 2020 presidential election.",2020-11-04
1045,"New Jersey votes to legalize recreational marijuana, according to CNN projections - CNNPolitics","Voters have approved ballot measures to legalize recreational marijuana in New Jersey and medical marijuana in South Dakota, CNN projects.",2020-11-04
1046,Vienna attack: Austrian police make two more arrests - CNN,"Police investigating the deadly terror attack in Vienna have arrested two men from the shooter's hometown, Austrian public broadcaster ORF reported, as they seek to establish whether the attacker was part of a broader network.",2020-11-04
1047,Town hall that doubles as an Election Day polling site ordered to remove Black Lives Matter flags - CNN,A small North Carolina town hall may lose its polling site status over the flying of Black Lives Matter flags.,2020-11-04
1048,Premarket stocks: Wall Street got the election night it feared the most - CNN,"Investors hoped a clear outcome from the US election would quickly materialize Tuesday night, eliminating a key source of uncertainty in a tumultuous year. Their wish didn't come true.",2020-11-04
1049,"Poland needs calm to discuss disputed abortion ruling, government says - CNN","Poland needs a period of calm to discuss a ruling by the highest court that bans most abortions, a government spokesman said after the measure did not take effect on Monday as expected following two weeks of mass protests.",2020-11-04
1050,Premarket stocks: Wall Street got the election night it feared the most - CNN,"Investors hoped a clear outcome from the US election would quickly materialize Tuesday night, eliminating a key source of uncertainty in a tumultuous year. Their wish didn't come true.",2020-11-04
1051,Vienna attack: Austrian police make two more arrests - CNN,"Police investigating the deadly terror attack in Vienna have arrested two men from the shooter's hometown, Austrian public broadcaster ORF reported, as they seek to establish whether the attacker was part of a broader network.",2020-11-04
1052,Battle for the House: Some House Democrats fall while the party fails to flip some key suburban districts - CNNPolitics,"House Democrats went into election night feeling good about expanding their majority, but haven't had the big night they hoped for so far, with at least two Democrats in seats President Donald Trump won in 2016 losing and several top-targeted Republicans holding onto their seats, according to CNN projections early Wednesday morning. ",2020-11-04
1053,There's no rule that a winner has to be declared on election night,"It's the day after Election Day, and CNN has not yet projected a winner in the presidential race.",2020-11-04
1054,"Chris Christie says Trump ""undercut his own credibility"" when he prematurely declared victory",Former New Jersey governor and top Trump ally Chris Christie voiced disagreement overnight with President Trump’s election night remarks prematurely declaring victory and attacking legitimate vote counting efforts. Christie said Trump “undercut his own credibility.”,2020-11-04
1055,US Senate Election Night results  - CNN Video,Democrats need four seats to take control of the US Senate. It doesn't look like they will pick up that many. CNN's Boris Sanchez goes over the races.,2020-11-04
1056,How exit polls shifted in 2016 and 2020,"We don’t yet know who won the presidency, but we have an idea of how voters changed this cycle.",2020-11-04
1057,Democrats are keeping a close eye on Latinos in Florida tonight,"Deocratic operatives are keeping a close eye on Latino voters tonight in Florida, one of the first states with a significant Latino population to report results.",2020-11-04
1058,See Trump's message to Americans on Election Day - CNN Video,President Trump speaks to supporters and employees at the RNC office in Virginia on Election Day. ,2020-11-04
1059,North Carolina pepper spray lawsuits: Two lawsuits filed after police used pepper spray to break up march to a polling place - CNNPolitics,"Two lawsuits were filed in federal court Monday evening over the police's pepper spraying of people at the ""I Am Change"" rally in Graham, North Carolina, on Saturday, which was branded as a ""march to the polls.""  ",2020-11-04
1060,"Mitch McConnell wins reelection in Kentucky, defeating Democrat Amy McGrath  - CNNPolitics","Senate Majority Leader Mitch McConnell won his reelection fight in Kentucky, CNN projected Tuesday night, defeating Democratic opponent Amy McGrath and her massive fundraising efforts to unseat him.",2020-11-04
1061,El Paso is facing its worst Covid-19 outbreak while trying to vote on Election Day - CNN,"People in the West Texas city of El Paso are waiting in two lines on Tuesday -- one for Covid-19 testing, and another to vote.",2020-11-04
1062,"They didn't get their absentee ballots, so these voters flew home to get to the polls and cast their votes in person - CNNPolitics","Forget using up a lunch break. This election, with its massive increase in absentee ballots due to the coronavirus pandemic, saw some voters taking desperate measures in order to get to the polls in time. ",2020-11-04
1063,El Paso is facing its worst Covid-19 outbreak while trying to vote on Election Day - CNN,"People in the West Texas city of El Paso are waiting in two lines on Tuesday -- one for Covid-19 testing, and another to vote.",2020-11-04
1064,13 questions that the US election may start to answer - CNN,Among our questions: Did the pollsters and forecasters get it right? Did the press overcorrect from 2016? What will the election results mean for the future of the right-wing media economy?,2020-11-04
1065,"Mitch McConnell wins reelection in Kentucky, defeating Democrat Amy McGrath  - CNNPolitics","Senate Majority Leader Mitch McConnell won his reelection fight in Kentucky, CNN projected Tuesday night, defeating Democratic opponent Amy McGrath and her massive fundraising efforts to unseat him.",2020-11-04
1066,"They didn't get their absentee ballots, so these voters flew home to get to the polls and cast their votes in person - CNNPolitics","Forget using up a lunch break. This election, with its massive increase in absentee ballots due to the coronavirus pandemic, saw some voters taking desperate measures in order to get to the polls in time. ",2020-11-04
1067,North Carolina pepper spray lawsuits: Two lawsuits filed after police used pepper spray to break up march to a polling place - CNNPolitics,"Two lawsuits were filed in federal court Monday evening over the police's pepper spraying of people at the ""I Am Change"" rally in Graham, North Carolina, on Saturday, which was branded as a ""march to the polls.""  ",2020-11-04
1068,"Goldman Sachs: There's a good chance the 2020 election outcome will be clear tonight
 - CNN","Wall Street, like most of America, is bracing for an election cliffhanger. But Goldman Sachs is telling clients that the world may know Tuesday night which party will control both the White House and the Senate. ",2020-11-04
1069,Senate race in Iowa is a coin toss,Republican Sen. Joni Ernst is in danger of possibly seeing her seat flipped tonight in a race that's central to Democrats' fight to retake the US Senate.,2020-11-04
1070,Election results 2020 live: Trump-Biden presidential election,Donald Trump and Joe Biden each need 270 electoral votes to win the presidency. Follow here for the latest updates on voting and election results. ,2020-11-04
1071,El Paso is facing its worst Covid-19 outbreak while trying to vote on Election Day - CNN,"People in the West Texas city of El Paso are waiting in two lines on Tuesday -- one for Covid-19 testing, and another to vote.",2020-11-04
1072,No state is more crucial for either candidate's path to 270 than Pennsylvania,"By most forecasters’ estimates, there is no state more crucial to either candidates’ path than Pennsylvania, with its 20 electoral votes.",2020-11-04
1073,Joe Biden needs to win in these Ohio areas to take the state,"For Democratic presidential nominee Joe Biden to win the competitive state of Ohio, which leans a little Republican, he needs to “run it up in urban areas,” CNN’s John King said as the votes come in. ",2020-11-04
1074,CNN Projection: Biden wins Colorado,"Joe Biden will win Colorado, CNN projects.",2020-11-04
1075,"Poland needs calm to discuss disputed abortion ruling, government says - CNN","Poland needs a period of calm to discuss a ruling by the highest court that bans most abortions, a government spokesman said after the measure did not take effect on Monday as expected following two weeks of mass protests.",2020-11-04
1076,Balance of power: Democrats aim to flip Senate after 6 years of Republican rule - CNNPolitics,"After six years of Republican rule, the Senate could very well flip. By now, the reasons are clear.",2020-11-04
1077,LSU fraternity member charged with felony hazing after student hospitalized with alcohol poisoning - CNN,"A fraternity member at Louisiana State University was charged with 13 counts of hazing after police said he forced new members into drinking so much alcohol that their health was endangered, and in one case, leaving the person hospitalized and on life support.",2020-11-04
1078,Watching the US election from abroad: Here's what you need to know - CNN,"Election Night can be exhausting. And the coronavirus pandemic, historic mail-in voting, looming legal fights and a President chiseling away at the pillars of US democracy will add an extra layer of angst as votes are counted across America this evening. (Scroll down for an hour-by-hour guide to the night.) ",2020-11-04
1079,Balance of power: Democrats aim to flip Senate after 6 years of Republican rule - CNNPolitics,"After six years of Republican rule, the Senate could very well flip. By now, the reasons are clear.",2020-11-04
1080,Presidential Election Results and Electoral Map 2020,"View maps and real-time presidential election results for the 2020 US election. For more information, visit cnn.com/election.",2020-11-04
1081,Watching the US election from abroad: Here's what you need to know - CNN,"Election Night can be exhausting. And the coronavirus pandemic, historic mail-in voting, looming legal fights and a President chiseling away at the pillars of US democracy will add an extra layer of angst as votes are counted across America this evening. (Scroll down for an hour-by-hour guide to the night.) ",2020-11-04
1082,"Pennsylvania secretary of state ""pleased"" by USPS sweep of all processing facilities",Pennsylvania Secretary of State Kathy Boockvar said that she was pleased with an earlier federal decision mandating the United States Postal Service to sweep certain processing facilities by 3 p.m. ET for election mail. ,2020-11-04
1083,LSU fraternity member charged with felony hazing after student hospitalized with alcohol poisoning - CNN,"A fraternity member at Louisiana State University was charged with 13 counts of hazing after police said he forced new members into drinking so much alcohol that their health was endangered, and in one case, leaving the person hospitalized and on life support.",2020-11-04
1084,See early ballots being counted in several states - CNN Video,Watch as election workers process absentee votes in Wisconsin and Pennsylvania. ,2020-11-04
1085,Early exit poll results show Americans divided on key issues - CNN Video,"Voters are divided over key issues in their vote for president, according to the preliminary results of a nationwide CNN exit poll. For more on how exit polls work, click here. ",2020-11-04
1086,US election: What America is 'entitled' to on Election Day - CNNPolitics,"On the day that celebrates our great democracy, Donald Trump said something deeply un-democratic.",2020-11-04
1087,"Four dead, including a possible suspect, after shootings in Henderson, Nevada - CNN","At least four people are dead -- including a possible suspect slain by police -- following shootings Tuesday in the Nevada city of Henderson, authorities said.",2020-11-04
1088,Vienna attack: Austrian police make two more arrests - CNN,"Police investigating the deadly terror attack in Vienna have arrested two men from the shooter's hometown, Austrian public broadcaster ORF reported, as they seek to establish whether the attacker was part of a broader network.",2020-11-04
1089,Town hall that doubles as an Election Day polling site ordered to remove Black Lives Matter flags - CNN,A small North Carolina town hall may lose its polling site status over the flying of Black Lives Matter flags.,2020-11-04
1090,"Four dead, including a possible suspect, after shootings in Henderson, Nevada - CNN","At least four people are dead -- including a possible suspect slain by police -- following shootings Tuesday in the Nevada city of Henderson, authorities said.",2020-11-04
1091,Ethiopia's Abiy Ahmed vows 'military confrontation' with Tigray region - CNN,Ethiopia's Nobel Peace Prize-winning Prime Minister Abiy Ahmed has declared a state of emergency in the restive Tigray region in response to an alleged attack by the Tigray People's Liberation Front (TPLF) on a federal military base. ,2020-11-04
1092,Celebs are stressed about the election too - CNN,"If you are anxious about the election, know that Hollywood is right there with you.",2020-11-04
1093,Why the delayed election results prove the system IS actually working - CNNPolitics,"The 2020 election map, at first glance, looks decidedly, well, unfinished.",2020-11-04
1094,LSU fraternity member charged with felony hazing after student hospitalized with alcohol poisoning - CNN,"A fraternity member at Louisiana State University was charged with 13 counts of hazing after police said he forced new members into drinking so much alcohol that their health was endangered, and in one case, leaving the person hospitalized and on life support.",2020-11-04
1095,"Vienna attack: Gunman Fejzulai Kujtim seemed a lost soul, says lawyer - CNN","The gunman who carried out a deadly terror attack in the Austrian capital, Vienna, ""was a lost soul"" who did not appear capable of such an act, a lawyer who represented him said Wednesday.",2020-11-04
1096,Ilhan Omar wins reelection in Minnesota House election  - CNNPolitics,"Democratic Rep. Ilhan Omar, a member of the progressive Squad in Congress, will hold onto her US House seat in Minnesota after she won reelection and defeated a well-funded Republican challenger, CNN projects.",2020-11-04
1097,"Super Bowl MVP Patrick Mahomes, Kansas City Chiefs split cost to use Arrowhead Stadium as Election Day voting site - CNN",Super Bowl MVP Patrick Mahomes played a large role in making Arrowhead Stadium in Kansas City a polling location on Election Day by splitting the cost with the Chiefs. ,2020-11-04
1098,"Tommy Tuberville wins Alabama Senate election, defeating Democratic Doug Jones - CNNPolitics","Democratic Sen. Doug Jones of Alabama has been defeated in his reelection bid by Republican opponent Tommy Tuberville, flipping the Senate seat in the deeply conservative state from blue to red. ",2020-11-04
1099,"Super Bowl MVP Patrick Mahomes, Kansas City Chiefs split cost to use Arrowhead Stadium as Election Day voting site - CNN",Super Bowl MVP Patrick Mahomes played a large role in making Arrowhead Stadium in Kansas City a polling location on Election Day by splitting the cost with the Chiefs. ,2020-11-04
1100,Coronavirus update: Latest world news,"The coronavirus pandemic has brought countries to a standstill. In many places, as countries reopen, Covid-19 cases are on the rise. Follow here for the latest.",2020-11-04
1101,Jake Tapper: I don't know if this feels like 2016 or 2018 - CNN Video,CNN's Jake Tapper says he still isn't sure whether the 2020 election feels like the 2016 presidential election or the 2018 midterm election.,2020-11-04
1102,Jake Tapper: I don't know if this feels like 2016 or 2018 - CNN Video,CNN's Jake Tapper says he still isn't sure whether the 2020 election feels like the 2016 presidential election or the 2018 midterm election.,2020-11-04
1103,Pennsylvania election results too close to call as more than 1 million mail-in ballots still to count - CNN Video,CNN's Pam Brown and John King take a look at election results in Pennsylvania where officials say results from mail-in ballots are still far from being counted. ,2020-11-04
1104,"Longtime Republican election lawyer calls Trump's claim a ""distressing moment""","Veteran Republican election lawyer Ben Ginsberg expressed dismay at President Trump's attacks on legitimate vote-counting efforts this morning, saying he had never seen a President behave in such a manner.",2020-11-04
1105,'Shockingly disappointing:' Tapper calls out Trump's chilling speech - CNN Video,CNN's Jake Tapper and Dana Bash discuss President Trump's election night statement at the White House as a number of states continue to tally votes.,2020-11-04
1106,'Shockingly disappointing:' Tapper calls out Trump's chilling speech - CNN Video,CNN's Jake Tapper and Dana Bash discuss President Trump's election night statement at the White House as a number of states continue to tally votes.,2020-11-04
1107,"Abortion ballot measures: Louisiana amendment passes, while Colorado 22-week ban fails - CNNPolitics",Voters in Louisiana and Colorado weighed in on abortion rights on Election Day.,2020-11-04
1108,Political differences: How to stay civil post-election - CNN,Here are eight ways on how to successfuly have a political conversation with those you care about who don't share your views.,2020-11-04
1109,Who is winning the nail biter election? Commentary on election night returns (opinion) - CNN,Opinion contributors weigh in on Election Night results as CNN makes projections throughout the night.,2020-11-04
1110,Political differences: How to stay civil post-election - CNN,Here are eight ways on how to successfuly have a political conversation with those you care about who don't share your views.,2020-11-04
1111,"Abortion ballot measures: Louisiana amendment passes, while Colorado 22-week ban fails - CNNPolitics",Voters in Louisiana and Colorado weighed in on abortion rights on Election Day.,2020-11-04
1112,Who is winning the nail biter election? Commentary on election night returns (opinion) - CNN,Opinion contributors weigh in on Election Night results as CNN makes projections throughout the night.,2020-11-04
1113,Celebs are stressed about the election too - CNN,"If you are anxious about the election, know that Hollywood is right there with you.",2020-11-04
1114,Can Trump decide when to stop counting votes? (opinion)  - CNN,"Elie Honig writes that Trump's declaration that he wanted ""all voting to stop"" that he would be ""going to the Supreme Court"" oversimplifies and misconceives how elections work and how the courts function.",2020-11-04
1115,How Donald Trump broke politics - CNNPolitics,"Whether President Donald Trump ultimately wins or loses a second term, Tuesday's election proved something beyond the shadow of a doubt: He has broken modern politics. Or, to put a finer point on it: Trump has exposed the way we poll, analyze and predict election outcomes.",2020-11-04
1116,Presidential election: America's political fate in the balance as key vote counts go on - CNNPolitics,The election duel between President Donald Trump and Democrat Joe Biden is coming down to counts of hundreds of thousands of legal votes in a handful of key battlegrounds after a night of dramatically shifting fortunes that left a deeply divided America's political fate on a knife edge.,2020-11-04
1117,The US is officially out of the Paris Climate Agreement. Here's what could happen next - CNNPolitics,"The United States officially exited the Paris climate accord today, the landmark agreement aimed to protect the planet from the worsening impacts of the climate crisis. Whether the US gets back involved in depends on the outcome of the presidential election.",2020-11-04
1118,"Abortion ballot measures: Louisiana amendment passes, while Colorado 22-week ban fails - CNNPolitics",Voters in Louisiana and Colorado weighed in on abortion rights on Election Day.,2020-11-04
1119,Ana Navarro: They certainly fooled pollsters again - CNN Video,"Ana Navarro says to Don Lemon that the Republican narrative in Miami-Dade County, Florida, that voting Democrat was voting for a socialist or communist worked on voters there.",2020-11-04
